id,age,educ,union,laborinc,hours,tenure,mnjob,year,black,prof,manager,Sales,clerk,craft,operator,trans,service
2006,37,14,0,11805,2530,0,245,1984,0,0,1,0,0,0,0,0,0
2006,38,14,0,9706,3048,0,245,1985,0,0,1,0,0,0,0,0,0
2006,39,14,0,12717,2976,0,245,1986,0,0,1,0,0,0,0,0,0
2006,40,14,0,9018,2490,0,183,1987,0,1,0,0,0,0,0,0,0
2013,41,12,1,30231,2084,15,706,1983,0,0,0,0,0,0,0,1,0
2013,42,12,0,19249,1956,.60000002,903,1984,0,0,0,0,0,0,0,0,1
2013,43,12,0,13201,2120,2,903,1985,0,0,0,0,0,0,0,0,1
2013,44,12,0,12332,2100,2.5,903,1986,0,0,0,0,0,0,0,0,1
2013,45,12,0,16255,2154,4.6999998,903,1987,0,0,0,0,0,0,0,0,1
2021,52,14,1,32129,2000,23,14,1983,0,1,0,0,0,0,0,0,0
2021,52,14,1,35611,1984,25,14,1984,0,1,0,0,0,0,0,0,0
2021,54,14,1,35316,1986,26,162,1985,0,1,0,0,0,0,0,0,0
2021,54,14,1,35584,1944,27,162,1986,0,1,0,0,0,0,0,0,0
2021,55,14,1,36972,1960,28,162,1987,0,1,0,0,0,0,0,0,0
2023,27,13,1,32129,2068,5,153,1983,0,1,0,0,0,0,0,0,0
2023,28,13,1,28874,2058,6.3000002,153,1984,0,1,0,0,0,0,0,0,0
2023,29,13,1,30669,2000,7.4000001,492,1985,0,0,0,0,0,1,0,0,0
2023,30,13,0,35584,2112,8.3000002,153,1986,0,1,0,0,0,0,0,0,0
2023,31,13,1,42254,2019,9.5,172,1987,0,1,0,0,0,0,0,0,0
2026,27,15,0,29451,2400,3,5,1983,0,1,0,0,0,0,0,0,0
2026,28,15,0,36381,2470,.2,3,1984,0,1,0,0,0,0,0,0,0
2026,29,15,0,41822,2530,1.2,3,1985,0,1,0,0,0,0,0,0,0
2026,30,15,0,41058,2590,2,5,1986,0,1,0,0,0,0,0,0,0
2026,31,15,0,49428,2520,3.2,5,1987,0,1,0,0,0,0,0,0,0
2037,31,14,0,35944,1900,10,245,1983,0,0,1,0,0,0,0,0,0
2037,32,14,0,34649,1932,11,245,1984,0,0,1,0,0,0,0,0,0
2037,33,14,0,44610,1990,12,245,1985,0,0,1,0,0,0,0,0,0
2037,34,14,0,41058,2000,0,245,1986,0,0,1,0,0,0,0,0,0
2037,35,14,0,72183,1920,0,245,1987,0,0,1,0,0,0,0,0,0
2048,47,14,0,9086,3100,0,245,1983,0,0,1,0,0,0,0,0,0
2048,48,14,0,11145,3160,0,245,1984,0,0,1,0,0,0,0,0,0
2048,49,14,0,8420,3120,0,245,1985,0,0,1,0,0,0,0,0,0
2048,50,14,0,10737,3536,0,245,1986,0,0,1,0,0,0,0,0,0
2048,51,14,0,10607,2600,0,245,1987,0,0,1,0,0,0,0,0,0
2071,32,10,1,34137,2640,13,441,1983,0,0,0,0,0,1,0,0,0
2071,32,10,0,36574,2880,13,441,1984,0,0,0,0,0,1,0,0,0
2071,34,10,0,41822,3000,15,461,1985,0,0,0,0,0,1,0,0,0
2071,35,10,0,39234,3360,15,441,1986,0,0,0,0,0,1,0,0,0
2071,36,10,0,37852,2880,18,441,1987,0,0,0,0,0,1,0,0,0
2092,37,15,0,36145,2060,.30000001,282,1983,0,0,0,1,0,0,0,0,0
2092,38,15,0,44273,2032,.60000002,56,1984,0,1,0,0,0,0,0,0,0
2092,39,15,0,51115,2580,1.5,56,1985,0,1,0,0,0,0,0,0,0
2092,40,15,0,27737,2122,3,56,1986,0,1,0,0,0,0,0,0,0
2092,41,15,0,31954,2020,4,56,1987,0,1,0,0,0,0,0,0,0
2107,32,16,0,55221,2400,.30000001,202,1983,0,0,1,0,0,0,0,0,0
2107,33,16,0,76997,2430,1.5,202,1984,0,0,1,0,0,0,0,0,0
2107,35,16,0,92937,2470,2.5,245,1985,0,0,1,0,0,0,0,0,0
2107,35,16,0,104927,2480,3,245,1986,0,0,1,0,0,0,0,0,0
2107,36,16,0,132042,2538,4,245,1987,0,0,1,0,0,0,0,0,0
2110,41,16,0,7329,1760,0,44,1983,0,1,0,0,0,0,0,0,0
2110,42,16,0,10587,2282,2.5,44,1984,0,1,0,0,0,0,0,0,0
2110,43,16,0,11911,2356,0,2,1985,0,1,0,0,0,0,0,0,0
2110,44,16,0,10766,2689,0,44,1986,0,1,0,0,0,0,0,0,0
2110,45,16,0,10563,2490,0,44,1987,0,1,0,0,0,0,0,0,0
2118,48,12,0,6300,2550,0,245,1983,0,0,1,0,0,0,0,0,0
2118,49,12,0,6035,2540,0,245,1984,0,0,1,0,0,0,0,0,0
2118,50,12,0,5714,2295,0,245,1985,0,0,1,0,0,0,0,0,0
2118,51,12,0,6201,2170,0,245,1986,0,0,1,0,0,0,0,0,0
2118,52,12,0,9903,2500,0,245,1987,0,0,1,0,0,0,0,0,0
2126,39,15,0,30120,3096,13,265,1983,0,0,0,1,0,0,0,0,0
2126,40,15,0,33686,2560,13,265,1984,0,0,0,1,0,0,0,0,0
2126,41,15,0,16055,2550,0,265,1985,0,0,0,1,0,0,0,0,0
2126,42,15,0,51095,3328,15.1,270,1986,0,0,0,1,0,0,0,0,0
2126,43,15,0,29956,3060,0,265,1987,0,0,0,1,0,0,0,0,0
2131,50,13,1,25100,1975,32,441,1983,0,0,0,0,0,1,0,0,0
2131,51,13,0,27526,2790,33,441,1984,0,0,0,0,0,1,0,0,0
2131,53,13,0,29740,2209,33.099998,441,1985,0,0,0,0,0,1,0,0,0
2131,53,13,0,31934,2209,34,441,1986,0,0,0,0,0,1,0,0,0
2131,54,13,0,33451,2086,37,441,1987,0,0,0,0,0,1,0,0,0
2136,23,10,0,18072,1336,6,510,1983,0,0,0,0,0,1,0,0,0
2136,24,10,0,41506,2961,0,245,1984,0,0,1,0,0,0,0,0,0
2136,25,10,0,22305,2314,0,510,1985,0,0,0,0,0,1,0,0,0
2136,26,10,0,22810,3200,0,510,1986,0,0,0,0,0,1,0,0,0
2136,27,10,0,9676,1984,0,245,1987,0,0,1,0,0,0,0,0,0
2140,38,15,0,25100,2192,16,80,1983,0,1,0,0,0,0,0,0,0
2140,39,15,0,27430,2260,17,145,1984,0,1,0,0,0,0,0,0,0
2140,40,15,0,27881,2190,19,80,1985,0,1,0,0,0,0,0,0,0
2140,41,15,0,30109,2376,20,56,1986,0,1,0,0,0,0,0,0,0
2140,42,15,0,25528,2690,20,54,1987,0,1,0,0,0,0,0,0,0
2147,32,15,1,25211,1954,5,331,1983,0,0,0,0,1,0,0,0,0
2147,33,15,1,29836,2380,6.1999998,331,1984,0,0,0,0,1,0,0,0,0
2147,34,15,1,28903,2170,8,331,1985,0,0,0,0,1,0,0,0,0
2147,35,15,1,27464,2152,8,331,1986,0,0,0,0,1,0,0,0,0
2147,37,15,1,25528,2220,9.3000002,331,1987,0,0,0,0,1,0,0,0,0
2159,24,12,0,6568,1675,.2,753,1983,0,0,0,0,0,0,0,0,0
2159,25,12,0,8662,1722,.69999999,755,1984,0,0,0,0,0,0,0,0,0
2159,26,12,0,12082,1896,.1,415,1985,0,0,0,0,0,1,0,0,0
2159,27,12,0,10949,1920,.30000001,415,1986,0,0,0,0,0,1,0,0,0
2159,28,12,0,5282,1560,0,415,1987,0,0,0,0,0,1,0,0,0
2172,30,14,0,32129,2530,5.5,233,1983,0,0,1,0,0,0,0,0,0
2172,31,14,0,26949,3024,6.5,233,1984,0,0,1,0,0,0,0,0,0
2172,32,14,0,30669,2976,7.5999999,233,1985,0,0,1,0,0,0,0,0,0
2172,34,14,0,27372,2470,8.5,233,1986,0,0,1,0,0,0,0,0,0
2172,34,14,0,28169,2940,9.5,233,1987,0,0,1,0,0,0,0,0,0
2179,27,15,0,21386,2976,3,233,1983,0,0,1,0,0,0,0,0,0
2179,28,15,0,23195,3096,.2,233,1984,0,0,1,0,0,0,0,0,0
2179,29,15,0,23234,3000,1.3,245,1985,0,0,1,0,0,0,0,0,0
2179,30,15,0,25547,3231,2.0999999,282,1986,0,0,0,1,0,0,0,0,0
2179,31,15,0,28169,3060,.89999998,233,1987,0,0,1,0,0,0,0,0,0
2183,45,15,0,45181,2250,25,600,1983,0,0,0,0,0,1,0,0,0
2183,46,15,0,43311,2160,26,12,1984,0,1,0,0,0,0,0,0,0
2183,47,15,0,46701,2400,28,12,1985,0,1,0,0,0,0,0,0,0
2183,48,15,0,44252,2430,30,12,1986,0,1,0,0,0,0,0,0,0
2183,49,15,0,47095,2142,30,12,1987,0,1,0,0,0,0,0,0,0
2190,34,12,0,29618,1960,7,205,1983,0,0,1,0,0,0,0,0,0
2190,34,12,0,33686,2257,8,205,1984,0,0,1,0,0,0,0,0,0
2190,35,12,0,35316,2450,15,441,1985,0,0,0,0,0,1,0,0,0
2190,36,12,0,31934,2104,10,245,1986,0,0,1,0,0,0,0,0,0
2190,37,12,0,36092,2450,.5,205,1987,0,0,1,0,0,0,0,0,0
2191,34,13,0,26104,1928,14,222,1983,0,0,1,0,0,0,0,0,0
2191,35,13,0,28874,1920,15.5,56,1984,0,1,0,0,0,0,0,0,0
2191,36,13,0,27881,1920,17,220,1985,0,0,1,0,0,0,0,0,0
2191,37,13,0,31022,1920,17.6,222,1986,0,0,1,0,0,0,0,0,0
2191,38,13,0,29049,1920,19,220,1987,0,0,1,0,0,0,0,0,0
2198,29,10,0,8032,2040,4,481,1983,0,0,0,0,0,1,0,0,0
2198,31,10,0,9625,2040,2,495,1984,0,0,0,0,0,1,0,0,0
2198,32,10,0,11152,2050,6,481,1985,0,0,0,0,0,1,0,0,0
2198,33,10,0,11861,2020,6.5,481,1986,0,0,0,0,0,1,0,0,0
2198,34,10,0,12324,2020,7,481,1987,0,0,0,0,0,1,0,0,0
2201,31,14,0,17229,2430,10,222,1983,0,0,1,0,0,0,0,0,0
2201,32,14,0,20428,2470,10.8,222,1984,0,0,1,0,0,0,0,0,0
2201,33,14,0,24164,2102,13,222,1985,0,0,1,0,0,0,0,0,0
2201,34,14,0,28741,2188,13.5,222,1986,0,0,1,0,0,0,0,0,0
2201,35,14,0,30590,2107,14,222,1987,0,0,1,0,0,0,0,0,0
2240,35,14,0,15060,2024,1,964,1983,0,0,0,0,0,0,0,0,1
2240,35,14,0,15399,3968,2,965,1984,0,0,0,0,0,0,0,0,1
2240,37,14,0,16729,2964,2,965,1985,0,0,0,0,0,0,0,0,1
2240,37,14,0,17336,1994,3,964,1986,0,0,0,0,0,0,0,0,1
2240,39,14,0,17606,2739,3.5,965,1987,0,0,0,0,0,0,0,0,1
2253,22,10,0,22088,1920,6,441,1983,0,0,0,0,0,1,0,0,0
2253,23,10,0,22137,2450,7,441,1984,0,0,0,0,0,1,0,0,0
2253,24,10,0,28810,2142,7.5,441,1985,0,0,0,0,0,1,0,0,0
2253,25,10,0,16423,2500,9.5,441,1986,0,0,0,0,0,1,0,0,0
2253,26,10,0,35211,2450,9,441,1987,0,0,0,0,0,1,0,0,0
2254,45,14,1,54217,3480,21,481,1983,0,0,0,0,0,1,0,0,0
2254,46,14,1,40423,2320,22.5,481,1984,0,0,0,0,0,1,0,0,0
2254,47,14,1,41822,2940,24,473,1985,0,0,0,0,0,1,0,0,0
2254,48,14,1,31934,1949,24.5,484,1986,0,0,0,0,0,1,0,0,0
2254,49,14,1,36092,2237,25,492,1987,0,0,0,0,0,1,0,0,0
2277,36,10,0,17897,1600,2,522,1983,0,0,0,0,0,1,0,0,0
2277,37,10,0,14022,1320,3,522,1984,0,0,0,0,0,1,0,0,0
2277,38,10,0,17286,1808,2.5,522,1985,0,0,0,0,0,1,0,0,0
2277,39,10,0,19642,1624,3,522,1986,0,0,0,0,0,1,0,0,0
2277,40,10,0,21696,1976,6,522,1987,0,0,0,0,0,1,0,0,0
2282,50,15,1,30120,1984,21,12,1983,0,1,0,0,0,0,0,0,0
2282,51,15,1,31761,2030,20,23,1984,0,1,0,0,0,0,0,0,0
2282,52,15,1,32528,1918,25.1,245,1985,0,0,1,0,0,0,0,0,0
2282,53,15,1,31934,1904,23,12,1986,0,1,0,0,0,0,0,0,0
2282,54,15,1,36972,1980,25,245,1987,0,0,1,0,0,0,0,0,0
2284,25,12,1,31124,2100,6,502,1983,0,0,0,0,0,1,0,0,0
2284,26,12,1,29836,2040,7,502,1984,0,0,0,0,0,1,0,0,0
2284,27,12,1,28810,2072,8,502,1985,0,0,0,0,0,1,0,0,0
2284,28,12,1,28285,2060,9,502,1986,0,0,0,0,0,1,0,0,0
2284,29,12,1,36092,2060,10,502,1987,0,0,0,0,0,1,0,0,0
2288,24,15,0,29920,2811,1.8,281,1983,0,0,0,1,0,0,0,0,0
2288,25,15,0,28874,2232,3,281,1984,0,0,0,1,0,0,0,0,0
2288,26,15,0,26952,2304,4,281,1985,0,0,0,1,0,0,0,0,0
2288,26,15,0,52464,3030,4.6999998,281,1986,0,0,0,1,0,0,0,0,0
2288,27,15,0,44718,2250,5.5999999,281,1987,0,0,0,1,0,0,0,0,0
2292,32,15,1,30120,2205,.5,184,1983,0,1,0,0,0,0,0,0,0
2292,32,15,0,36574,2460,1.8,184,1984,0,1,0,0,0,0,0,0,0
2292,34,15,0,35316,2593,2.8,184,1985,0,1,0,0,0,0,0,0,0
2292,34,15,0,43796,2695,3.5,184,1986,0,1,0,0,0,0,0,0,0
2292,35,15,0,52817,2640,4.5999999,184,1987,0,1,0,0,0,0,0,0,0
2310,29,14,0,27127,1944,10,245,1983,0,0,1,0,0,0,0,0,0
2310,30,14,0,23720,2048,11,441,1984,0,0,0,0,0,1,0,0,0
2310,31,14,0,36245,2090,14.4,374,1985,0,0,0,0,1,0,0,0,0
2310,32,14,0,39211,2149,14.2,374,1986,0,0,0,0,1,0,0,0,0
2310,33,14,0,28321,2465,14.3,374,1987,0,0,0,0,1,0,0,0,0
2311,46,13,1,22888,1760,9,162,1983,0,1,0,0,0,0,0,0,0
2311,47,13,1,24527,1856,12,154,1984,0,1,0,0,0,0,0,0,0
2311,48,13,1,29740,1530,11,162,1985,0,1,0,0,0,0,0,0,0
2311,49,13,1,24175,1920,11.8,481,1986,0,0,0,0,0,1,0,0,0
2311,50,13,1,25028,1880,12.9,962,1987,0,0,0,0,0,0,0,0,1
2314,35,14,0,26908,1938,13.5,5,1983,0,1,0,0,0,0,0,0,0
2314,36,14,0,25987,1996,14,55,1984,0,1,0,0,0,0,0,0,0
2314,37,14,0,29740,2029,16,153,1985,0,1,0,0,0,0,0,0,0
2314,38,14,0,32847,2004,16.700001,3,1986,0,1,0,0,0,0,0,0,0
2314,39,14,0,29930,2112,17.5,4,1987,0,1,0,0,0,0,0,0,0
2321,30,15,0,10040,1877,.80000001,142,1983,0,1,0,0,0,0,0,0,0
2321,31,15,0,13763,1647,1.7,142,1984,0,1,0,0,0,0,0,0,0
2321,32,15,0,15056,1860,3,142,1985,0,1,0,0,0,0,0,0,0
2321,33,15,0,15511,1872,4,142,1986,0,1,0,0,0,0,0,0,0
2321,34,15,0,21127,1890,5,142,1987,0,1,0,0,0,0,0,0,0
2325,28,14,0,8887,2652,0,245,1983,0,0,1,0,0,0,0,0,0
2325,29,14,0,9889,2550,0,245,1984,0,0,1,0,0,0,0,0,0
2325,30,14,0,19892,2808,0,245,1985,0,0,1,0,0,0,0,0,0
2325,31,14,0,10287,2550,0,245,1986,0,0,1,0,0,0,0,0,0
2325,32,14,0,15392,2340,1,282,1987,0,0,0,1,0,0,0,0,0
2330,32,15,1,19880,1612,10,142,1983,0,1,0,0,0,0,0,0,0
2330,33,15,1,20212,1576,11,142,1984,0,1,0,0,0,0,0,0,0
2330,34,15,1,18587,1600,12,142,1985,0,1,0,0,0,0,0,0,0
2330,35,15,1,20073,1480,13,142,1986,0,1,0,0,0,0,0,0,0
2330,36,15,1,21127,1376,14,142,1987,0,1,0,0,0,0,0,0,0
2358,29,13,0,13376,3277,12,600,1983,0,0,0,0,0,1,0,0,0
2358,30,13,0,14437,2520,12.5,600,1984,0,0,0,0,0,1,0,0,0
2358,32,13,0,14870,3250,14,600,1985,0,0,0,0,0,1,0,0,0
2358,32,13,0,16093,3465,15,600,1986,0,0,0,0,0,1,0,0,0
2358,33,13,0,16725,2640,15.5,600,1987,0,0,0,0,0,1,0,0,0
2377,39,7,0,6918,1868,3.5,764,1983,1,0,0,0,0,0,0,0,0
2377,40,7,0,6737,2040,3.5,764,1984,1,0,0,0,0,0,0,0,0
2377,41,7,0,6506,2040,3,764,1985,1,0,0,0,0,0,0,0,0
2377,42,7,0,6642,2080,7,764,1986,1,0,0,0,0,0,0,0,0
2377,43,7,0,7782,2040,12,764,1987,1,0,0,0,0,0,0,0,0
2383,44,14,0,35141,2597,23,11,1983,0,1,0,0,0,0,0,0,0
2383,45,14,0,26949,1904,23,11,1984,0,1,0,0,0,0,0,0,0
2383,46,14,0,35316,2400,25,11,1985,0,1,0,0,0,0,0,0,0
2383,47,14,0,38321,2280,25,11,1986,0,1,0,0,0,0,0,0,0
2383,48,14,0,28961,1968,28,11,1987,0,1,0,0,0,0,0,0,0
2402,30,14,1,45181,2624,10,962,1983,0,0,0,0,0,0,0,0,1
2402,31,14,0,38499,1880,.40000001,245,1984,0,0,1,0,0,0,0,0,0
2402,32,14,0,24164,2451,.60000002,10,1985,0,1,0,0,0,0,0,0,0
2402,33,14,0,27828,3120,1.3,10,1986,0,1,0,0,0,0,0,0,0
2402,34,14,0,30810,2750,2.5,281,1987,0,0,0,1,0,0,0,0,0
2426,36,13,1,23092,1820,15,481,1983,0,0,0,0,0,1,0,0,0
2426,37,13,1,26949,1929,15,481,1984,0,0,0,0,0,1,0,0,0
2426,38,13,1,28810,1788,16,481,1985,0,0,0,0,0,1,0,0,0
2426,39,13,1,31934,2404,17,481,1986,0,0,0,0,0,1,0,0,0
2426,40,13,1,28169,2072,18,481,1987,0,0,0,0,0,1,0,0,0
2427,32,12,1,37149,2304,12,552,1983,0,0,0,0,0,1,0,0,0
2427,33,12,0,32724,2260,14.5,312,1984,0,0,0,0,1,0,0,0,0
2427,35,12,0,35316,1976,16,245,1985,0,0,1,0,0,0,0,0,0
2427,36,12,0,34672,1960,16,245,1986,0,0,1,0,0,0,0,0,0
2427,36,12,0,38732,1838,17.799999,552,1987,0,0,0,0,0,1,0,0,0
2439,49,12,1,18072,1560,5,715,1983,0,0,0,0,0,0,0,1,0
2439,50,12,1,21174,1960,7,715,1984,0,0,0,0,0,0,0,1,0
2439,51,12,1,20446,2150,4.3000002,715,1985,0,0,0,0,0,0,0,1,0
2439,52,12,1,23723,2250,4,715,1986,0,0,0,0,0,0,0,1,0
2439,53,12,1,23768,1899,5,715,1987,0,0,0,0,0,0,0,1,0
2465,51,12,0,16064,2060,28,426,1983,0,0,0,0,0,1,0,0,0
2465,52,12,0,19490,2060,31,426,1984,0,0,0,0,0,1,0,0,0
2465,53,12,0,16729,1960,2.0999999,426,1985,0,0,0,0,0,1,0,0,0
2465,54,12,0,16423,1965,.80000001,426,1986,0,0,0,0,0,1,0,0,0
2465,55,12,0,15845,2064,3,426,1987,0,0,0,0,0,1,0,0,0
2484,25,15,0,19277,2912,1.5,163,1983,0,1,0,0,0,0,0,0,0
2484,26,15,0,20212,2460,3,600,1984,0,0,0,0,0,1,0,0,0
2484,27,15,0,24721,2739,3.7,600,1985,0,0,0,0,0,1,0,0,0
2484,28,15,0,30109,3013,5,600,1986,0,0,0,0,0,1,0,0,0
2484,29,15,0,31690,1392,5,600,1987,0,0,0,0,0,1,0,0,0
2490,49,10,1,20080,3184,4,481,1983,0,0,0,0,0,1,0,0,0
2490,51,10,1,25505,2812,4.9000001,470,1984,0,0,0,0,0,1,0,0,0
2490,52,10,1,23327,2607,6,492,1985,0,0,0,0,0,1,0,0,0
2490,53,10,1,25456,2426,7,903,1986,0,0,0,0,0,0,0,0,1
2490,54,10,1,24507,2495,7,495,1987,0,0,0,0,0,1,0,0,0
2495,34,14,0,34137,3100,6,280,1983,1,0,0,1,0,0,0,0,0
2495,35,14,0,21436,3000,9.8000002,245,1984,1,0,1,0,0,0,0,0,0
2495,36,14,0,25093,3092,8,245,1985,1,0,1,0,0,0,0,0,0
2495,36,14,0,34672,2880,10,245,1986,1,0,1,0,0,0,0,0,0
2495,37,14,0,24648,2928,10,245,1987,1,0,1,0,0,0,0,0,0
2503,35,14,1,32129,2000,15,361,1983,1,0,0,0,1,0,0,0,0
2503,36,14,1,28700,1966,17.299999,222,1984,1,0,1,0,0,0,0,0,0
2503,37,14,1,35316,2400,17.1,361,1985,1,0,0,0,1,0,0,0,0
2503,38,14,1,46533,2648,19,222,1986,1,0,1,0,0,0,0,0,0
2503,39,14,1,43134,2800,19.1,361,1987,1,0,0,0,1,0,0,0,0
2533,35,12,1,25100,3560,5.3000002,715,1983,0,0,0,0,0,0,0,1,0
2533,36,12,1,26949,2304,6,715,1984,0,0,0,0,0,0,0,1,0
2533,37,12,1,26022,2200,6.8000002,715,1985,0,0,0,0,0,0,0,1,0
2533,38,12,1,25547,2116,6,715,1986,0,0,0,0,0,0,0,1,0
2533,39,12,1,25088,2116,8.8999996,715,1987,0,0,0,0,0,0,0,1,0
2540,46,12,0,42169,2400,26,441,1983,0,0,0,0,0,1,0,0,0
2540,47,12,0,46198,2380,27.200001,245,1984,0,0,1,0,0,0,0,0,0
2540,48,12,0,46468,2530,28.299999,245,1985,0,0,1,0,0,0,0,0,0
2540,49,12,0,45620,2300,29,245,1986,0,0,1,0,0,0,0,0,0
2540,50,12,0,44014,2320,30,245,1987,0,0,1,0,0,0,0,0,0
2556,27,13,1,24096,2336,8,461,1983,0,0,0,0,0,1,0,0,0
2556,28,13,1,25024,3928,9,461,1984,0,0,0,0,0,1,0,0,0
2556,29,13,1,29740,2040,10.3,652,1985,0,0,0,0,0,0,1,0,0
2556,30,13,1,26460,2024,12,461,1986,0,0,0,0,0,1,0,0,0
2556,31,13,1,24648,1952,13,690,1987,0,0,0,0,0,0,1,0,0
2578,37,12,0,12991,2286,2,472,1983,0,0,0,0,0,1,0,0,0
2578,38,12,0,19249,2048,3.5,472,1984,0,0,0,0,0,1,0,0,0
2578,39,12,0,24628,2048,16.299999,472,1985,0,0,0,0,0,1,0,0,0
2578,40,12,0,24179,2040,10.3,472,1986,0,0,0,0,0,1,0,0,0
2578,41,12,0,23327,2024,10.4,472,1987,0,0,0,0,0,1,0,0,0
2585,37,14,0,16647,2178,13,3,1983,0,1,0,0,0,0,0,0,0
2585,38,14,0,18672,2187,13,3,1984,0,1,0,0,0,0,0,0,0
2585,39,14,0,18346,2178,14,3,1985,0,1,0,0,0,0,0,0,0
2585,40,14,0,18248,2178,15,3,1986,0,1,0,0,0,0,0,0,0
2585,41,14,0,18926,2066,16,3,1987,0,1,0,0,0,0,0,0,0
2590,34,16,1,25100,1961,4.3000002,361,1983,0,0,0,0,1,0,0,0,0
2590,35,16,1,25987,2151,5.4000001,361,1984,0,0,0,0,1,0,0,0,0
2590,36,16,1,23147,2256,6.4000001,361,1985,0,0,0,0,1,0,0,0,0
2590,37,16,1,22603,1832,7.5,361,1986,0,0,0,0,1,0,0,0,0
2590,37,16,1,21127,1858,8.3000002,361,1987,0,0,0,0,1,0,0,0,0
2597,33,15,0,12064,1263,0,181,1983,0,1,0,0,0,0,0,0,0
2597,34,15,0,9625,1260,0,194,1984,0,1,0,0,0,0,0,0,0
2597,35,15,0,9294,1560,0,181,1985,0,1,0,0,0,0,0,0,0
2597,36,15,0,14599,1362,0,181,1986,0,1,0,0,0,0,0,0,0
2597,37,15,0,8891,2385,0,181,1987,0,1,0,0,0,0,0,0,0
2606,34,15,0,12048,2580,0,282,1983,0,0,0,1,0,0,0,0,0
2606,35,15,0,25313,2600,0,283,1984,0,0,0,1,0,0,0,0,0
2606,36,15,0,41822,2805,0,245,1985,0,0,1,0,0,0,0,0,0
2606,36,15,0,95803,2600,0,245,1986,0,0,1,0,0,0,0,0,0
2606,37,15,0,17606,2750,0,245,1987,0,0,1,0,0,0,0,0,0
2613,29,15,0,30622,1952,1.5,4,1983,0,1,0,0,0,0,0,0,0
2613,30,15,0,48123,1936,2.5,5,1984,0,1,0,0,0,0,0,0,0
2613,31,15,0,74349,2178,3.5999999,245,1985,0,0,1,0,0,0,0,0,0
2613,32,15,0,73905,1960,4.4000001,4,1986,0,1,0,0,0,0,0,0,0
2613,33,15,0,35815,2076,0,4,1987,0,1,0,0,0,0,0,0,0
2627,34,14,1,36647,1880,13,552,1983,0,0,0,0,0,1,0,0,0
2627,35,14,1,36092,2270,15.3,475,1984,0,0,0,0,0,1,0,0,0
2627,37,14,1,36152,2104,16.6,475,1985,0,0,0,0,0,1,0,0,0
2627,37,14,1,45620,2688,16.200001,552,1986,0,0,0,0,0,1,0,0,0
2627,38,14,1,45775,2112,18.200001,552,1987,0,0,0,0,0,1,0,0,0
2658,33,14,1,22892,1960,9,482,1983,0,0,0,0,0,1,0,0,0
2658,34,14,1,23099,1940,10,492,1984,0,0,0,0,0,1,0,0,0
2658,35,14,1,26487,1995,11,433,1985,0,0,0,0,0,1,0,0,0
2658,36,14,1,28285,1944,12,482,1986,0,0,0,0,0,1,0,0,0
2658,37,14,1,28169,1960,13,433,1987,0,0,0,0,0,1,0,0,0
2659,35,14,0,25602,2060,2,515,1983,0,0,0,0,0,1,0,0,0
2659,36,14,0,24062,2044,.30000001,515,1984,0,0,0,0,0,1,0,0,0
2659,37,14,0,34387,2304,2,422,1985,0,0,0,0,0,1,0,0,0
2659,38,14,0,36496,2268,2.2,515,1986,0,0,0,0,0,1,0,0,0
2659,39,14,0,35211,2241,3.3,515,1987,0,0,0,0,0,1,0,0,0
2678,32,16,0,24096,1473,2.5,65,1983,0,1,0,0,0,0,0,0,0
2678,33,16,0,33205,1888,3.5,65,1984,0,1,0,0,0,0,0,0,0
2678,34,16,0,28810,1735,5,65,1985,0,1,0,0,0,0,0,0,0
2678,35,16,0,38321,2008,5.5,65,1986,0,1,0,0,0,0,0,0,0
2678,36,16,0,37852,1595,6.5,65,1987,0,1,0,0,0,0,0,0,0
2686,31,15,0,32129,2224,7,1,1983,0,1,0,0,0,0,0,0,0
2686,32,15,0,20247,2075,0,245,1984,0,0,1,0,0,0,0,0,0
2686,33,15,0,20008,2057,0,1,1985,0,1,0,0,0,0,0,0,0
2686,34,15,0,23787,2142,0,1,1986,0,1,0,0,0,0,0,0,0
2686,35,15,0,22958,2160,0,1,1987,0,1,0,0,0,0,0,0,0
2697,24,12,1,20080,3225,4,753,1983,1,0,0,0,0,0,0,0,0
2697,25,12,1,16362,3250,6,753,1984,1,0,0,0,0,0,0,0,0
2697,26,12,1,23234,3245,8,690,1985,1,0,0,0,0,0,1,0,0
2697,27,12,1,20985,3250,7.6999998,706,1986,1,0,0,0,0,0,0,1,0
2697,28,12,1,21127,3274,9,706,1987,1,0,0,0,0,0,0,1,0
2718,39,15,0,52209,2640,12,245,1983,0,0,1,0,0,0,0,0,0
2718,39,15,0,67372,2400,13,231,1984,0,0,1,0,0,0,0,0,0
2718,41,15,0,58550,2640,14,231,1985,0,0,1,0,0,0,0,0,0
2718,42,15,0,54745,2695,17,245,1986,0,0,1,0,0,0,0,0,0
2718,42,15,0,52817,2640,16,245,1987,0,0,1,0,0,0,0,0,0
2726,20,10,0,18574,3520,3,761,1983,0,0,0,0,0,0,0,0,0
2726,21,10,0,16362,2970,3.5,761,1984,0,0,0,0,0,0,0,0,0
2726,22,10,0,17658,3114,5,763,1985,0,0,0,0,0,0,0,0,0
2726,23,10,0,16423,2759,6,761,1986,0,0,0,0,0,0,0,0,0
2726,24,10,0,17606,2686,7,761,1987,0,0,0,0,0,0,0,0,0
2740,27,12,1,22088,1960,9,552,1983,0,0,0,0,0,1,0,0,0
2740,28,12,1,23099,1970,10.3,552,1984,0,0,0,0,0,1,0,0,0
