id,age,educ,union,laborinc,hours,tenure,mnjob,year,black,prof,manager,Sales,clerk,craft,operator,trans,service
48,36,14,0,13855,2680,.89999998,755,1983,1,0,0,0,0,0,0,0,0
48,37,14,0,14437,2072,0,245,1984,1,0,1,0,0,0,0,0,0
48,38,14,0,13011,1924,2,755,1985,1,0,0,0,0,0,0,0,0
48,39,14,0,17546,2717,0,714,1986,1,0,0,0,0,0,0,1,0
48,40,14,0,7062,2844,0,714,1987,1,0,0,0,0,0,0,1,0
86,36,14,1,22088,2300,4,695,1983,0,0,0,0,0,0,1,0,0
86,36,14,1,25987,2232,5,436,1984,0,0,0,0,0,1,0,0,0
86,38,14,1,28810,2384,7,436,1985,0,0,0,0,0,1,0,0,0
86,39,14,1,29197,2300,8,436,1986,0,0,0,0,0,1,0,0,0
86,39,14,1,30810,2430,8,436,1987,0,0,0,0,0,1,0,0,0
95,36,15,0,53213,3120,9,552,1983,0,0,0,0,0,1,0,0,0
95,36,15,0,37536,2380,10,552,1984,0,0,0,0,0,1,0,0,0
95,38,15,0,36245,2880,12,552,1985,0,0,0,0,0,1,0,0,0
95,38,15,0,41058,2880,12.5,245,1986,0,0,1,0,0,0,0,0,0
95,40,15,0,39613,2400,13.5,245,1987,0,0,1,0,0,0,0,0,0
162,21,10,0,13052,2998,.89999998,245,1983,0,0,1,0,0,0,0,0,0
162,23,10,0,21174,3200,.1,230,1984,0,0,1,0,0,0,0,0,0
162,23,10,0,16729,2550,.1,402,1985,0,0,0,0,0,1,0,0,0
162,24,10,0,16423,2064,.80000001,402,1986,0,0,0,0,0,1,0,0,0
162,25,10,0,11444,2003,2,402,1987,0,0,0,0,0,1,0,0,0
181,50,12,1,41165,2070,30,433,1983,0,0,0,0,0,1,0,0,0
181,51,12,1,43311,2270,31,433,1984,0,0,0,0,0,1,0,0,0
181,52,12,1,48327,2250,32,433,1985,0,0,0,0,0,1,0,0,0
181,53,12,1,47445,2070,32.599998,433,1986,0,0,0,0,0,1,0,0,0
181,54,12,1,44014,2040,34,554,1987,0,0,0,0,0,1,0,0,0
183,45,14,0,20090,3140,2,56,1983,0,1,0,0,0,0,0,0,0
183,46,14,0,33217,3084,2.5,245,1984,0,0,1,0,0,0,0,0,0
183,47,14,0,33457,3000,3.7,245,1985,0,0,1,0,0,0,0,0,0
183,48,14,0,51551,3282,4.5,245,1986,0,0,1,0,0,0,0,0,0
183,49,14,0,70423,3250,5.1999998,245,1987,0,0,1,0,0,0,0,0,0
198,35,14,0,46185,2679,14,233,1983,0,0,1,0,0,0,0,0,0
198,36,14,0,44273,2230,14,245,1984,0,0,1,0,0,0,0,0,0
198,37,14,0,45539,2410,15,233,1985,0,0,1,0,0,0,0,0,0
198,38,14,0,60219,2160,16,245,1986,0,0,1,0,0,0,0,0,0
198,39,14,0,45801,2220,18,245,1987,0,0,1,0,0,0,0,0,0
217,44,16,0,33133,2385,12,240,1983,0,0,1,0,0,0,0,0,0
217,45,16,0,37536,2370,14,240,1984,0,0,1,0,0,0,0,0,0
217,46,16,0,38104,2200,15,240,1985,0,0,1,0,0,0,0,0,0
217,47,16,0,43796,2640,15.7,240,1986,0,0,1,0,0,0,0,0,0
217,48,16,0,40493,2475,15,240,1987,0,0,1,0,0,0,0,0,0
223,46,16,0,25502,2760,20,126,1983,0,1,0,0,0,0,0,0,0
223,47,16,0,28104,2410,22,126,1984,0,1,0,0,0,0,0,0,0
223,48,16,0,28346,2757,22.799999,126,1985,0,1,0,0,0,0,0,0,0
223,48,16,0,30839,2300,23,126,1986,0,1,0,0,0,0,0,0,0
223,50,16,0,28609,3424,25,126,1987,0,1,0,0,0,0,0,0,0
238,36,12,1,23092,1744,16,334,1983,1,0,0,0,1,0,0,0,0
238,37,12,1,23099,1600,17.5,334,1984,1,0,0,0,1,0,0,0,0
238,38,12,0,19517,1798,19,334,1985,1,0,0,0,1,0,0,0,0
238,40,12,1,22810,1405,20,334,1986,1,0,0,0,1,0,0,0,0
238,41,12,1,22007,1912,20.700001,334,1987,1,0,0,0,1,0,0,0,0
241,40,14,0,27108,2477,18,12,1983,0,1,0,0,0,0,0,0,0
241,41,14,0,30799,1960,19,12,1984,0,1,0,0,0,0,0,0,0
241,42,14,0,32528,2058,20.200001,12,1985,0,1,0,0,0,0,0,0,0
241,44,14,0,31934,1928,21,12,1986,0,1,0,0,0,0,0,0,0
241,44,14,0,31696,1999,22,12,1987,0,1,0,0,0,0,0,0,0
247,36,16,1,27243,2320,15,240,1983,0,0,1,0,0,0,0,0,0
247,37,16,1,25848,1588,15,174,1984,0,1,0,0,0,0,0,0,0
247,38,16,1,27881,1720,16,240,1985,0,0,1,0,0,0,0,0,0
247,39,16,1,38321,1974,17,240,1986,0,0,1,0,0,0,0,0,0
247,40,16,1,31690,1880,18,245,1987,0,0,1,0,0,0,0,0,0
270,28,16,0,21439,2706,6,31,1983,0,1,0,0,0,0,0,0,0
270,29,16,0,18140,2695,7,31,1984,0,1,0,0,0,0,0,0,0
270,30,16,0,21733,2710,0,31,1985,0,1,0,0,0,0,0,0,0
270,31,16,0,35342,2470,0,31,1986,0,1,0,0,0,0,0,0,0
270,32,16,0,49296,2510,0,31,1987,0,1,0,0,0,0,0,0,0
285,34,13,1,20281,1848,13,495,1983,0,0,0,0,0,1,0,0,0
285,35,13,1,18672,1418,14,481,1984,0,0,0,0,0,1,0,0,0
285,36,13,1,22770,2223,15,481,1985,0,0,0,0,0,1,0,0,0
285,37,13,1,23996,2048,15.5,481,1986,0,0,0,0,0,1,0,0,0
285,38,13,1,25704,2470,16.5,495,1987,0,0,0,0,0,1,0,0,0
289,22,13,0,13394,2316,5,485,1983,0,0,0,0,0,1,0,0,0
289,23,13,0,9143,1195,.30000001,473,1984,0,0,0,0,0,1,0,0,0
289,24,13,0,17751,2264,.1,473,1985,0,0,0,0,0,1,0,0,0
289,25,13,0,20073,2060,1.1,473,1986,0,0,0,0,0,1,0,0,0
289,26,13,0,23768,3608,2.0999999,473,1987,0,0,0,0,0,1,0,0,0
292,49,15,0,38153,2400,22,245,1983,0,0,1,0,0,0,0,0,0
292,50,15,0,38499,2304,23.6,245,1984,0,0,1,0,0,0,0,0,0
292,51,15,0,40892,2160,24.5,245,1985,0,0,1,0,0,0,0,0,0
292,52,15,0,43796,2400,25,220,1986,0,0,1,0,0,0,0,0,0
292,53,15,0,42254,2256,26,245,1987,0,0,1,0,0,0,0,0,0
300,47,14,0,26104,1920,20,222,1983,0,0,1,0,0,0,0,0,0
300,48,14,0,24928,2171,22,222,1984,0,0,1,0,0,0,0,0,0
300,49,14,0,25325,1864,23,25,1985,0,1,0,0,0,0,0,0,0
300,50,14,0,29197,1738,29,964,1986,0,0,0,0,0,0,0,0,1
300,51,14,0,27289,2115,25,964,1987,0,0,0,0,0,0,0,0,1
321,36,15,0,79317,2662,12,245,1983,0,0,1,0,0,0,0,0,0
321,37,15,0,81809,2450,14,245,1984,0,0,1,0,0,0,0,0,0
321,38,15,0,84572,2750,15.2,245,1985,0,0,1,0,0,0,0,0,0
321,39,15,0,106752,2618,16,245,1986,0,0,1,0,0,0,0,0,0
321,40,15,0,114437,2673,17.5,245,1987,0,0,1,0,0,0,0,0,0
338,25,15,0,16064,1800,3,144,1983,0,1,0,0,0,0,0,0,0
338,26,15,1,16843,1817,4,144,1984,0,1,0,0,0,0,0,0,0
338,27,15,1,17263,2110,5,144,1985,0,1,0,0,0,0,0,0,0
338,28,15,0,17792,1890,6,144,1986,0,1,0,0,0,0,0,0,0
338,29,15,0,19366,2270,.60000002,245,1987,0,0,1,0,0,0,0,0,0
355,25,14,0,15346,2012,5,561,1983,0,0,0,0,0,1,0,0,0
355,26,14,0,15446,2010,6,561,1984,0,0,0,0,0,1,0,0,0
355,29,14,0,15799,2000,8,561,1985,0,0,0,0,0,1,0,0,0
355,30,14,0,15511,1968,8,561,1986,0,0,0,0,0,1,0,0,0
355,29,14,0,16747,2000,9,172,1987,0,1,0,0,0,0,0,0,0
358,40,15,0,14265,1987,.40000001,265,1983,0,0,0,1,0,0,0,0,0
358,41,15,0,18672,2080,1.3,245,1984,0,0,1,0,0,0,0,0,0
358,42,15,0,17658,1800,.1,4,1985,0,1,0,0,0,0,0,0,0
358,43,15,0,12591,2080,1.1,220,1986,0,0,1,0,0,0,0,0,0
358,44,15,0,18310,2048,2,220,1987,0,0,1,0,0,0,0,0,0
364,22,14,0,16857,1826,2.5,154,1983,0,1,0,0,0,0,0,0,0
364,23,14,0,18383,2187,3.4000001,154,1984,0,1,0,0,0,0,0,0,0
364,24,14,0,23141,2450,4,154,1985,0,1,0,0,0,0,0,0,0
364,25,14,0,23175,2205,5,154,1986,0,1,0,0,0,0,0,0,0
364,26,14,0,25528,2178,6.3000002,154,1987,0,1,0,0,0,0,0,0,0
373,43,14,0,42169,1896,17,245,1983,0,0,1,0,0,0,0,0,0
373,44,14,0,43311,1880,18,245,1984,0,0,1,0,0,0,0,0,0
373,46,14,0,46468,2186,18.5,245,1985,0,0,1,0,0,0,0,0,0
373,46,14,0,60675,2272,19.5,245,1986,0,0,1,0,0,0,0,0,0
373,47,14,0,58099,1828,20,245,1987,0,0,1,0,0,0,0,0,0
396,31,15,1,35141,1904,8.5,10,1983,0,1,0,0,0,0,0,0,0
396,32,15,1,37921,1976,9.8000002,12,1984,0,1,0,0,0,0,0,0,0
396,33,15,1,38104,1920,11,23,1985,0,1,0,0,0,0,0,0,0
396,34,15,1,41971,1904,11.8,12,1986,0,1,0,0,0,0,0,0,0
396,35,15,1,44014,1912,12.5,10,1987,0,1,0,0,0,0,0,0,0
399,42,15,0,32129,1936,12,1,1983,0,1,0,0,0,0,0,0,0
399,43,15,0,32724,1936,16.5,1,1984,0,1,0,0,0,0,0,0,0
399,44,15,0,33457,2132,14.3,1,1985,0,1,0,0,0,0,0,0,0
399,45,15,0,34672,1848,15,1,1986,0,1,0,0,0,0,0,0,0
399,46,15,0,33275,1832,16,1,1987,0,1,0,0,0,0,0,0,0
413,38,16,0,43173,2250,0,31,1983,0,1,0,0,0,0,0,0,0
413,39,16,0,22117,1960,0,31,1984,0,1,0,0,0,0,0,0,0
413,40,16,0,26236,1960,0,31,1985,0,1,0,0,0,0,0,0,0
413,41,16,0,16974,2205,0,31,1986,0,1,0,0,0,0,0,0,0
413,42,16,0,36202,2250,0,31,1987,0,1,0,0,0,0,0,0,0
419,51,15,0,42671,2020,23,12,1983,0,1,0,0,0,0,0,0,0
419,52,15,0,46198,1968,.80000001,12,1984,0,1,0,0,0,0,0,0,0
419,53,15,0,56506,2090,2,12,1985,0,1,0,0,0,0,0,0,0
419,54,15,0,66606,2024,25,12,1986,0,1,0,0,0,0,0,0,0
419,55,15,0,57218,2156,27,12,1987,0,1,0,0,0,0,0,0,0
423,34,15,0,36345,2550,1.5,245,1983,0,0,1,0,0,0,0,0,0
423,35,15,0,34649,2024,1.9,245,1984,0,0,1,0,0,0,0,0,0
423,36,15,0,48327,2032,3,245,1985,0,0,1,0,0,0,0,0,0
423,37,15,0,49270,2024,4,245,1986,0,0,1,0,0,0,0,0,0
423,38,15,0,47799,2024,5,245,1987,0,0,1,0,0,0,0,0,0
453,40,10,0,26506,2174,1,245,1983,0,0,1,0,0,0,0,0,0
453,40,10,0,33686,2100,17,245,1984,0,0,1,0,0,0,0,0,0
453,41,10,0,30669,2304,3.5999999,245,1985,0,0,1,0,0,0,0,0,0
453,42,10,0,32847,2263,4.5999999,245,1986,0,0,1,0,0,0,0,0,0
453,43,10,0,35211,2070,22.799999,245,1987,0,0,1,0,0,0,0,0,0
459,36,14,0,51205,1505,17,245,1983,0,0,1,0,0,0,0,0,0
459,37,14,0,49086,1140,18,245,1984,0,0,1,0,0,0,0,0,0
459,38,14,0,57156,1659,19,4,1985,0,1,0,0,0,0,0,0,0
459,39,14,0,47901,1695,19,5,1986,0,1,0,0,0,0,0,0,0
459,40,14,0,47975,1610,20,4,1987,0,1,0,0,0,0,0,0,0
461,21,13,0,6024,1625,.5,473,1983,0,0,0,0,0,1,0,0,0
461,22,13,0,17806,2805,1.6,473,1984,0,0,0,0,0,1,0,0,0
461,23,13,0,23234,2350,3,473,1985,0,0,0,0,0,1,0,0,0
461,24,13,0,20073,2000,.89999998,473,1986,0,0,0,0,0,1,0,0,0
461,25,13,0,39613,2040,2,473,1987,0,0,0,0,0,1,0,0,0
466,32,14,0,27108,2044,3,153,1983,0,1,0,0,0,0,0,0,0
466,33,14,0,24543,2000,0,610,1984,0,0,0,0,0,0,1,0,0
466,34,14,0,26302,1991,6,153,1985,0,1,0,0,0,0,0,0,0
466,35,14,0,27372,2100,6.5999999,153,1986,0,1,0,0,0,0,0,0,0
466,36,14,0,30810,2232,8.6999998,153,1987,0,1,0,0,0,0,0,0,0
526,25,7,0,21205,3255,1,715,1983,0,0,0,0,0,0,0,1,0
526,26,7,0,25120,3318,2.8,715,1984,0,0,0,0,0,0,0,1,0
526,27,7,0,25093,3038,.30000001,715,1985,0,0,0,0,0,0,0,1,0
526,28,7,0,22810,1820,.5,421,1986,0,0,0,0,0,1,0,0,0
526,29,7,0,4401,1828,.2,421,1987,0,0,0,0,0,1,0,0,0
533,34,14,1,25100,2685,9,961,1983,0,0,0,0,0,0,0,0,1
533,35,14,1,27911,2436,10.1,961,1984,0,0,0,0,0,0,0,0,1
533,36,14,1,25558,2137,11,961,1985,0,0,0,0,0,0,0,0,1
533,37,14,1,27190,2036,13,961,1986,0,0,0,0,0,0,0,0,1
533,38,14,1,28169,2018,13,961,1987,0,0,0,0,0,0,0,0,1
544,34,16,0,36145,1915,11,245,1983,0,0,1,0,0,0,0,0,0
544,36,16,0,46198,2300,.5,10,1984,0,1,0,0,0,0,0,0,0
544,37,16,0,44610,2421,1.6,151,1985,0,1,0,0,0,0,0,0,0
544,38,16,0,45620,2061,2.5999999,10,1986,0,1,0,0,0,0,0,0,0
544,38,16,0,48415,2124,3.5,10,1987,0,1,0,0,0,0,0,0,0
549,30,15,0,46185,2043,6,245,1983,0,0,1,0,0,0,0,0,0
549,31,15,0,45236,2024,7.3000002,245,1984,0,0,1,0,0,0,0,0,0
549,33,15,0,49257,2068,8.5,245,1985,0,0,1,0,0,0,0,0,0
549,34,15,0,54745,2320,10,245,1986,0,0,1,0,0,0,0,0,0
549,35,15,0,63380,2420,.2,5,1987,0,1,0,0,0,0,0,0,0
562,28,13,1,31554,1986,10,14,1983,0,1,0,0,0,0,0,0,0
562,29,13,1,33686,2060,10,1,1984,0,1,0,0,0,0,0,0,0
562,30,13,1,32928,1992,11.5,610,1985,0,0,0,0,0,0,1,0,0
562,31,13,1,36496,2152,12.8,610,1986,0,0,0,0,0,0,1,0,0
562,32,13,1,33077,2096,13,610,1987,0,0,0,0,0,0,1,0,0
572,36,15,1,28012,1680,11,201,1983,0,0,1,0,0,0,0,0,0
572,37,15,0,28874,1936,.60000002,1,1984,0,1,0,0,0,0,0,0,0
572,38,15,0,33457,2028,1.7,1,1985,0,1,0,0,0,0,0,0,0
572,39,15,0,35584,1793,2.5999999,1,1986,0,1,0,0,0,0,0,0,0
572,40,15,0,39613,2044,3.7,1,1987,0,1,0,0,0,0,0,0,0
577,40,15,0,32129,1624,17,56,1983,0,1,0,0,0,0,0,0,0
577,41,15,0,31280,1659,18,56,1984,0,1,0,0,0,0,0,0,0
577,42,15,0,31970,1666,19.4,56,1985,0,1,0,0,0,0,0,0,0
577,43,15,0,37409,1645,22,56,1986,0,1,0,0,0,0,0,0,0
577,44,15,0,32570,1680,21,56,1987,0,1,0,0,0,0,0,0,0
589,29,14,0,8524,1980,0,3,1983,0,1,0,0,0,0,0,0,0
589,30,14,0,10010,1800,0,3,1984,0,1,0,0,0,0,0,0,0
589,31,14,0,17658,1752,0,4,1985,0,1,0,0,0,0,0,0,0
589,32,14,0,27372,1494,0,4,1986,0,1,0,0,0,0,0,0,0
589,33,14,0,10036,1948,0,3,1987,0,1,0,0,0,0,0,0,0
598,30,16,0,37537,2226,5.5,5,1983,0,1,0,0,0,0,0,0,0
598,31,16,0,40423,2450,6.5,441,1984,0,0,0,0,0,1,0,0,0
598,32,16,0,46468,2160,8,23,1985,0,1,0,0,0,0,0,0,0
598,33,16,0,49270,1945,8.5,3,1986,0,1,0,0,0,0,0,0,0
598,34,16,0,50176,2294,9,12,1987,0,1,0,0,0,0,0,0,0
599,46,14,1,19378,2274,1,965,1983,1,0,0,0,0,0,0,0,1
599,47,14,1,21655,2015,8,530,1984,1,0,0,0,0,1,0,0,0
599,48,14,1,18123,1694,10,530,1985,1,0,0,0,0,1,0,0,0
599,49,14,1,17974,1694,11,753,1986,1,0,0,0,0,0,0,0,0
599,50,14,1,19366,1645,13,245,1987,1,0,1,0,0,0,0,0,0
600,29,15,0,32129,2156,7,12,1983,0,1,0,0,0,0,0,0,0
600,30,15,0,34062,2115,9,22,1984,0,1,0,0,0,0,0,0,0
600,31,15,0,35316,2205,10,281,1985,0,0,0,1,0,0,0,0,0
600,32,15,0,37409,2205,11,281,1986,0,0,0,1,0,0,0,0,0
600,33,15,0,38732,2156,11,22,1987,0,1,0,0,0,0,0,0,0
607,40,14,0,79317,2728,11,210,1983,0,0,1,0,0,0,0,0,0
607,41,14,0,55823,2480,12,202,1984,0,0,1,0,0,0,0,0,0
607,42,14,0,74349,2400,14.2,231,1985,0,0,1,0,0,0,0,0,0
607,43,14,0,98540,2350,15.1,210,1986,0,0,1,0,0,0,0,0,0
607,44,14,0,40493,2162,.40000001,265,1987,0,0,0,1,0,0,0,0,0
620,39,14,0,32976,1976,12,153,1983,0,1,0,0,0,0,0,0,0
620,40,14,0,33590,1993,13,430,1984,0,0,0,0,0,1,0,0,0
620,41,14,0,33276,1956,13.8,153,1985,0,1,0,0,0,0,0,0,0
620,42,14,0,33212,1980,15,485,1986,0,0,0,0,0,1,0,0,0
620,43,14,0,50581,1964,16,153,1987,0,1,0,0,0,0,0,0,0
639,38,10,1,27108,2000,17,610,1983,0,0,0,0,0,0,1,0,0
639,39,10,1,31280,2121,17,610,1984,0,0,0,0,0,0,1,0,0
639,40,10,1,36245,2402,18,610,1985,0,0,0,0,0,0,1,0,0
639,41,10,1,39142,2500,19.5,610,1986,0,0,0,0,0,0,1,0,0
639,42,10,1,34331,2147,20,610,1987,0,0,0,0,0,0,1,0,0
646,27,15,0,26104,2100,4,381,1983,0,0,0,0,1,0,0,0,0
646,28,15,0,18287,2041,5,381,1984,0,0,0,0,1,0,0,0,0
646,29,15,0,18587,2117,6.5,381,1985,0,0,0,0,1,0,0,0,0
646,30,15,0,20073,2041,7,381,1986,0,0,0,0,1,0,0,0,0
646,31,15,0,20246,2042,8,381,1987,0,0,0,0,1,0,0,0,0
661,48,13,0,14558,2045,.60000002,441,1983,0,0,0,0,0,1,0,0,0
661,49,13,0,16747,2548,1.5,374,1984,0,0,0,0,1,0,0,0,0
661,50,13,0,19981,2860,2,643,1985,0,0,0,0,0,0,1,0,0
661,51,13,0,20073,2560,3.5,441,1986,0,0,0,0,0,1,0,0,0
661,52,13,0,15845,2295,4.5999999,441,1987,0,0,0,0,0,1,0,0,0
664,25,10,1,10922,2020,.5,753,1983,0,0,0,0,0,0,0,0,0
664,26,10,1,13189,2039,2,690,1984,0,0,0,0,0,0,1,0,0
664,27,10,1,13772,2001,2.7,690,1985,0,0,0,0,0,0,1,0,0
664,28,10,1,14714,2016,4,612,1986,0,0,0,0,0,0,1,0,0
664,29,10,1,14543,1992,5,822,1987,0,0,0,0,0,0,0,0,0
669,45,16,0,36145,1836,15,12,1983,0,1,0,0,0,0,0,0,0
669,46,16,0,41386,1932,16.299999,12,1984,0,1,0,0,0,0,0,0,0
669,47,16,0,46468,2208,18,12,1985,0,1,0,0,0,0,0,0,0
669,48,16,0,41515,1816,18,13,1986,0,1,0,0,0,0,0,0,0
669,49,16,0,44014,1900,19,13,1987,0,1,0,0,0,0,0,0,0
678,34,15,0,28112,2560,9.5,245,1983,0,0,1,0,0,0,0,0,0
678,35,15,0,32052,2500,9,245,1984,0,0,1,0,0,0,0,0,0
678,36,15,0,38104,2976,10,245,1985,0,0,1,0,0,0,0,0,0
678,37,15,0,41058,2673,11,245,1986,0,0,1,0,0,0,0,0,0
678,38,15,0,36972,2515,13,245,1987,0,0,1,0,0,0,0,0,0
681,51,16,0,46988,1904,23,14,1983,0,1,0,0,0,0,0,0,0
681,52,16,0,48123,1932,25,6,1984,0,1,0,0,0,0,0,0,0
681,53,16,0,44736,1984,25,6,1985,0,1,0,0,0,0,0,0,0
681,54,16,0,49270,1952,27,14,1986,0,1,0,0,0,0,0,0,0
681,55,16,0,52817,1944,27,12,1987,0,1,0,0,0,0,0,0,0
685,50,16,0,51406,2445,21,12,1983,0,1,0,0,0,0,0,0,0
685,51,16,0,54860,1930,22.200001,12,1984,0,1,0,0,0,0,0,0,0
685,52,16,0,49843,2183,0,12,1985,0,1,0,0,0,0,0,0,0
685,53,16,0,55839,2264,24,12,1986,0,1,0,0,0,0,0,0,0
685,54,16,0,58395,2555,0,13,1987,0,1,0,0,0,0,0,0,0
737,45,7,0,19845,2062,1.5,561,1983,0,0,0,0,0,1,0,0,0
737,46,7,0,24701,2205,.30000001,561,1984,0,0,0,0,0,1,0,0,0
737,47,7,0,23088,2200,3.4000001,561,1985,0,0,0,0,0,1,0,0,0
737,48,7,0,21898,1800,4.5,561,1986,0,0,0,0,0,1,0,0,0
737,49,7,0,20246,2033,6,561,1987,0,0,0,0,0,1,0,0,0
743,30,12,0,16064,2632,7.5,680,1983,0,0,0,0,0,0,1,0,0
743,31,12,0,14156,2148,8.5,715,1984,0,0,0,0,0,0,0,1,0
743,32,12,0,19489,2351,9.6000004,441,1985,0,0,0,0,0,1,0,0,0
743,33,12,0,18629,2151,10.5,694,1986,0,0,0,0,0,0,1,0,0
743,34,12,0,17694,2043,11.5,694,1987,0,0,0,0,0,0,1,0,0
750,32,12,0,11546,2050,13,715,1983,0,0,0,0,0,0,0,1,0
750,33,12,0,11165,2000,14.1,715,1984,0,0,0,0,0,0,0,1,0
750,34,12,0,12026,2035,15.2,715,1985,0,0,0,0,0,0,0,1,0
750,35,12,0,13321,2024,16.1,715,1986,0,0,0,0,0,0,0,1,0
750,36,12,0,13776,1872,17,715,1987,0,0,0,0,0,0,0,1,0
751,37,15,0,24598,2140,4.5,245,1983,0,0,1,0,0,0,0,0,0
751,37,15,0,25439,1998,5.5,153,1984,0,1,0,0,0,0,0,0,0
751,39,15,0,24164,2038,6.5999999,153,1985,0,1,0,0,0,0,0,0,0
751,40,15,0,23865,2116,7.5999999,452,1986,0,0,0,0,0,1,0,0,0
751,41,15,0,25528,2124,8.6000004,245,1987,0,0,1,0,0,0,0,0,0
774,40,14,0,70281,2024,4.5,271,1983,0,0,0,1,0,0,0,0,0
774,41,14,0,72185,3036,0,245,1984,0,0,1,0,0,0,0,0,0
774,42,14,0,69703,3036,0,245,1985,0,0,1,0,0,0,0,0,0
774,43,14,0,72993,2530,0,245,1986,0,0,1,0,0,0,0,0,0
774,44,14,0,26408,1960,2.2,220,1987,0,0,1,0,0,0,0,0,0
786,34,16,0,26172,1982,5,31,1983,0,1,0,0,0,0,0,0,0
786,35,16,0,26102,1913,6.1999998,31,1984,0,1,0,0,0,0,0,0,0
786,36,16,0,27736,1956,7.3000002,31,1985,0,1,0,0,0,0,0,0,0
786,37,16,0,31036,1944,8.1999998,31,1986,0,1,0,0,0,0,0,0,0
786,38,16,0,32609,1997,9.1000004,31,1987,0,1,0,0,0,0,0,0,0
790,29,15,0,35643,2280,2,233,1983,0,0,1,0,0,0,0,0,0
790,30,15,0,32724,2223,6,233,1984,0,0,1,0,0,0,0,0,0
790,31,15,0,34387,2830,8,233,1985,0,0,1,0,0,0,0,0,0
790,32,15,0,47445,2695,5.1999998,233,1986,0,0,1,0,0,0,0,0,0
790,33,15,0,52817,2916,8,245,1987,0,0,1,0,0,0,0,0,0
796,37,15,0,30120,2124,15,190,1983,0,1,0,0,0,0,0,0,0
796,38,15,0,36574,2072,16,190,1984,0,1,0,0,0,0,0,0,0
796,39,15,0,35130,1974,17,190,1985,0,1,0,0,0,0,0,0,0
796,40,15,0,41788,1991,18,190,1986,0,1,0,0,0,0,0,0,0
796,41,15,0,35651,2008,19,183,1987,0,1,0,0,0,0,0,0,0
800,35,15,0,33427,1920,13,245,1983,0,0,1,0,0,0,0,0,0
800,36,15,0,35611,1912,14,312,1984,0,0,0,0,1,0,0,0,0
800,37,15,0,33457,2058,15,245,1985,0,0,1,0,0,0,0,0,0
800,38,15,0,36496,2205,16,265,1986,0,0,0,1,0,0,0,0,0
800,39,15,0,36092,2169,17,245,1987,0,0,1,0,0,0,0,0,0
802,35,15,0,15060,1920,10,321,1983,0,0,0,0,1,0,0,0,0
802,36,15,0,15399,1880,11,222,1984,0,0,1,0,0,0,0,0,0
802,37,15,0,14870,1912,12,321,1985,0,0,0,0,1,0,0,0,0
802,38,15,0,16515,1920,13,321,1986,0,0,0,0,1,0,0,0,0
802,39,15,1,14789,1864,14,222,1987,0,0,1,0,0,0,0,0,0
804,42,14,1,30622,2111,20,343,1983,0,0,0,0,1,0,0,0,0
804,43,14,1,30799,2760,20,552,1984,0,0,0,0,0,1,0,0,0
804,44,14,1,32658,2794,21,3,1985,0,1,0,0,0,0,0,0,0
804,45,14,1,36496,2660,22,3,1986,0,1,0,0,0,0,0,0,0
804,46,14,1,33451,2264,23.5,153,1987,0,1,0,0,0,0,0,0,0
807,36,14,0,21814,2420,0,245,1983,0,0,1,0,0,0,0,0,0
807,37,14,0,9095,1900,0,245,1984,0,0,1,0,0,0,0,0,0
807,37,14,0,13775,3120,0,245,1985,0,0,1,0,0,0,0,0,0
807,39,14,0,24818,2400,0,245,1986,0,0,1,0,0,0,0,0,0
807,40,14,0,12579,2580,0,245,1987,0,0,1,0,0,0,0,0,0
830,39,12,0,16446,2300,5,481,1983,0,0,0,0,0,1,0,0,0
830,40,12,0,15765,2250,.2,602,1984,0,0,0,0,0,0,1,0,0
830,41,12,0,15706,2235,1.3,473,1985,0,0,0,0,0,1,0,0,0
830,42,12,0,16889,2341,3.0999999,473,1986,0,0,0,0,0,1,0,0,0
830,43,12,0,15792,2499,3.2,473,1987,0,0,0,0,0,1,0,0,0
835,33,14,0,11325,2280,5,751,1983,0,0,0,0,0,0,0,0,0
835,34,14,1,12170,2410,6,751,1984,0,0,0,0,0,0,0,0,0
835,35,14,0,14684,2375,7.5,436,1985,0,0,0,0,0,1,0,0,0
835,36,14,1,13412,2008,9,751,1986,0,0,0,0,0,0,0,0,0
835,37,14,1,12764,2120,9.3000002,751,1987,0,0,0,0,0,0,0,0,0
848,49,12,0,12550,1875,9,381,1983,0,0,0,0,1,0,0,0,0
848,50,12,0,12512,2000,10,381,1984,0,0,0,0,1,0,0,0,0
848,51,12,0,12082,1875,11.4,381,1985,0,0,0,0,1,0,0,0,0
848,52,12,0,13850,2000,12.5,381,1986,0,0,0,0,1,0,0,0,0
848,53,12,0,15603,2000,14,245,1987,0,0,1,0,0,0,0,0,0
853,25,16,0,6325,1160,.5,285,1983,0,0,0,1,0,0,0,0,0
853,26,16,0,20212,2247,1.5,280,1984,0,0,0,1,0,0,0,0,0
853,27,16,0,20446,2060,1,235,1985,0,0,1,0,0,0,0,0,0
853,28,16,0,32847,2187,2,235,1986,0,0,1,0,0,0,0,0,0
853,29,16,0,22887,2133,3,235,1987,0,0,1,0,0,0,0,0,0
855,35,10,0,13972,2082,5,715,1983,0,0,0,0,0,0,0,1,0
855,36,10,0,11550,1850,8,715,1984,0,0,0,0,0,0,0,1,0
855,37,10,0,9294,1880,9,715,1985,0,0,0,0,0,0,0,1,0
855,38,10,0,27281,3146,10,715,1986,0,0,0,0,0,0,0,1,0
